Request_ID,Sentiment_Score,Sentiment_Label
5325,-0.15,neutral
5326,-0.5,negative
5327,-0.15,neutral
5328,-0.68,negative
5329,0.78,positive
5330,-0.86,negative
5331,-0.29,negative
5332,0.11,neutral
5333,0.75,positive
5334,0.56,positive
5335,-0.96,negative
5336,0.65,positive
5337,0.28,positive
5338,-0.73,negative
5339,0.23,positive
5340,0.64,positive
5341,0.2,neutral
5342,1.0,positive
5343,0.01,neutral
5344,0.35,positive
5345,-0.86,negative
5346,0.63,positive
5347,0.25,positive
5348,0.12,neutral
5349,0.42,positive
5350,0.12,neutral
5351,0.53,positive
5352,0.17,neutral
5353,0.04,neutral
5354,-0.73,negative
5355,-0.06,neutral
5356,0.08,neutral
5357,0.25,positive
5358,-0.09,neutral
5359,-0.71,negative
5360,-0.7,negative
5361,0.44,positive
5362,0.32,positive
5363,-0.48,negative
5364,-0.11,neutral
5365,-0.39,negative
5366,-0.64,negative
5367,-0.35,negative
5368,-0.47,negative
5369,-0.84,negative
5370,0.01,neutral
5371,-0.1,neutral
5372,0.43,positive
5373,0.24,positive
5374,-0.31,negative
5375,-0.01,neutral
5376,0.07,neutral
5377,0.84,positive
5378,0.96,positive
5379,0.63,positive
5380,0.12,neutral
5381,0.86,positive
5382,-0.64,negative
5383,0.39,positive
5384,-0.08,neutral
5385,-0.71,negative
5386,-0.85,negative
5387,-0.04,neutral
5388,-0.52,negative
5389,-0.5,negative
5390,-0.36,negative
5391,0.44,positive
5392,-0.67,negative
5393,0.44,positive
5394,0.57,positive
5395,0.19,neutral
5396,-0.5,negative
5397,-0.9,negative
5398,-0.18,neutral
5399,0.69,positive
5400,-0.8,negative
5401,0.49,positive
5402,-0.06,neutral
5403,0.8,positive
5404,-0.29,negative
5405,0.41,positive
5406,0.48,positive
5407,-0.6,negative
5408,-0.68,negative
5409,-0.81,negative
5410,0.4,positive
5411,0.1,neutral
5412,-0.83,negative
5413,-0.38,negative
5414,-0.72,negative
5415,-0.81,negative
5416,-0.4,negative
5417,-0.81,negative
5418,-0.48,negative
5419,0.11,neutral
5420,0.12,neutral
5421,-0.66,negative
5422,-0.62,negative
5423,0.71,positive
5424,-0.67,negative
5425,-0.91,negative
5426,-0.51,negative
5427,0.15,neutral
5428,-0.99,negative
5429,0.97,positive
5430,-0.54,negative
5431,-0.52,negative
5432,0.48,positive
5433,-0.5,negative
5434,-0.21,negative
5435,0.09,neutral
5436,-0.96,negative
5437,0.67,positive
5438,0.02,neutral
5439,-0.37,negative
5440,-0.2,negative
5441,-0.89,negative
5442,0.44,positive
5443,0.08,neutral
5444,0.83,positive
5445,-0.07,neutral
5446,0.66,positive
5447,-0.62,negative
5448,-0.89,negative
5449,0.9,positive
5450,-0.49,negative
5451,0.67,positive
5452,-0.49,negative
5453,-0.69,negative
5454,0.47,positive
5455,0.56,positive
5456,0.69,positive
5457,0.73,positive
5458,-0.03,neutral
5459,-0.2,negative
5460,0.5,positive
5461,0.14,neutral
5462,0.93,positive
5463,-0.25,negative
5464,-0.91,negative
5465,0.18,neutral
5466,-0.29,negative
5467,-0.31,negative
5468,0.13,neutral
5469,0.84,positive
5470,-0.47,negative
5471,-0.24,negative
5472,0.78,positive
5473,0.79,positive
5474,-0.53,negative
5475,0.41,positive
5476,-0.17,neutral
5477,0.87,positive
5478,0.46,positive
5479,-0.01,neutral
5480,0.63,positive
5481,1.0,positive
5482,-0.11,neutral
5483,-0.25,negative
5484,0.21,positive
5485,0.37,positive
5486,0.41,positive
5487,-0.05,neutral
5488,-0.34,negative
5489,0.64,positive
5490,0.92,positive
5491,0.73,positive
5492,0.36,positive
5493,-0.28,negative
5494,0.24,positive
5495,-0.8,negative
5496,0.07,neutral
5497,0.56,positive
5498,-0.5,negative
5499,0.0,neutral
5500,-0.85,negative
5501,0.68,positive
5502,-0.3,negative
5503,0.16,neutral
5504,-0.24,negative
5505,0.2,neutral
5506,0.49,positive
5507,-0.35,negative
5508,0.04,neutral
5509,0.59,positive
5510,0.38,positive
5511,-0.89,negative
5512,0.14,neutral
5513,-0.25,negative
5514,0.42,positive
5515,-0.97,negative
5516,-0.34,negative
5517,-0.83,negative
5518,0.84,positive
5519,0.75,positive
5520,0.94,positive
5521,0.29,positive
5522,0.61,positive
5523,0.22,positive
5524,-0.02,neutral
5525,0.67,positive
5526,0.55,positive
5527,0.47,positive
5528,0.79,positive
5529,0.86,positive
5530,-0.11,neutral
5531,-0.43,negative
5532,0.02,neutral
5533,-0.81,negative
5534,0.88,positive
5535,0.97,positive
5536,0.31,positive
5537,0.49,positive
5538,-0.35,negative
5539,0.73,positive
5540,0.8,positive
5541,-0.85,negative
5542,-0.74,negative
5543,-0.48,negative
5544,0.41,positive
5545,-0.63,negative
5546,-0.56,negative
5547,-0.24,negative
5548,0.22,positive
5549,0.95,positive
5550,0.57,positive
5551,0.12,neutral
5552,-0.9,negative
5553,0.03,neutral
5554,-0.59,negative
5555,-0.4,negative
5556,-0.5,negative
5557,-0.31,negative
5558,-0.88,negative
5559,0.15,neutral
5560,-0.91,negative
5561,0.32,positive
5562,0.46,positive
5563,-0.03,neutral
5564,0.56,positive
5565,0.93,positive
5566,-0.32,negative
5567,0.24,positive
5568,-0.35,negative
5569,-0.11,neutral
5570,-0.96,negative
5571,-0.85,negative
5572,0.6,positive
5573,-0.72,negative
5574,0.4,positive
5575,0.42,positive
5576,0.99,positive
5577,0.39,positive
5578,-0.74,negative
5579,0.25,positive
5580,0.05,neutral
5581,0.83,positive
5582,0.38,positive
5583,0.04,neutral
5584,0.25,positive
5585,-0.11,neutral
5586,0.02,neutral
5587,0.44,positive
5588,-0.84,negative
5589,0.23,positive
5590,-0.82,negative
5591,0.71,positive
5592,0.88,positive
5593,0.56,positive
5594,0.44,positive
5595,0.89,positive
5596,-0.56,negative
5597,-0.54,negative
5598,-0.04,neutral
5599,-0.99,negative
5600,0.93,positive
5601,-0.94,negative
5602,0.19,neutral
5603,-0.29,negative
5604,-0.79,negative
5605,-0.95,negative
5606,-0.48,negative
5607,-0.79,negative
5608,0.88,positive
5609,-0.51,negative
5610,-0.81,negative
5611,0.54,positive
5612,-0.17,neutral
5613,0.69,positive
5614,0.68,positive
5615,0.98,positive
5616,0.61,positive
5617,-0.57,negative
5618,0.17,neutral
5619,0.05,neutral
5620,0.02,neutral
5621,-0.41,negative
5622,-0.58,negative
5623,0.43,positive
5624,-0.8,negative
5625,-0.9,negative
5626,-0.24,negative
5627,0.49,positive
5628,0.74,positive
5629,0.08,neutral
5630,0.68,positive
5631,-0.95,negative
5632,-0.09,neutral
5633,-0.73,negative
5634,0.17,neutral
5635,0.84,positive
5636,-0.99,negative
5637,0.34,positive
5638,0.58,positive
5639,0.49,positive
5640,-0.96,negative
5641,-0.65,negative
5642,-0.81,negative
5643,-0.83,negative
5644,0.46,positive
5645,-0.15,neutral
5646,0.45,positive
5647,-0.28,negative
5648,-0.77,negative
5649,0.44,positive
5650,0.25,positive
5651,-0.77,negative
5652,0.85,positive
5653,-0.38,negative
5654,0.31,positive
5655,-0.94,negative
5656,-0.11,neutral
5657,0.93,positive
5658,0.77,positive
5659,-0.56,negative
5660,0.76,positive
5661,-0.41,negative
5662,0.7,positive
5663,0.46,positive
5664,-0.3,negative
5665,0.82,positive
5666,-0.03,neutral
5667,-0.36,negative
5668,-0.44,negative
5669,0.88,positive
5670,0.52,positive
5671,-0.3,negative
5672,-0.49,negative
5673,-0.58,negative
5674,-0.51,negative
5675,-0.78,negative
5676,-0.03,neutral
5677,-0.92,negative
5678,-0.98,negative
5679,0.24,positive
5680,-0.82,negative
5681,0.69,positive
5682,-0.79,negative
5683,0.09,neutral
5684,0.35,positive
5685,-0.54,negative
5686,0.78,positive
5687,-0.04,neutral
5688,-0.37,negative
5689,0.8,positive
5690,0.72,positive
5691,0.42,positive
5692,-0.42,negative
5693,-0.22,negative
5694,0.38,positive
5695,-0.63,negative
5696,-0.01,neutral
5697,0.48,positive
5698,0.32,positive
5699,0.44,positive
5700,0.78,positive
5701,0.94,positive
5702,-0.08,neutral
5703,-0.88,negative
5704,0.67,positive
5705,-0.76,negative
5706,-0.56,negative
5707,0.31,positive
5708,0.49,positive
5709,0.39,positive
5710,-0.12,neutral
5711,0.84,positive
5712,0.66,positive
5713,0.33,positive
5714,-0.12,neutral
5715,-0.07,neutral
5716,-0.65,negative
5717,0.56,positive
5718,0.73,positive
5719,0.65,positive
5720,0.09,neutral
5721,0.68,positive
5722,0.58,positive
5723,0.66,positive
5724,0.96,positive
5725,0.62,positive
5726,-0.46,negative
5727,0.64,positive
5728,-0.25,negative
5729,0.03,neutral
5730,0.59,positive
5731,-0.37,negative
5732,-0.95,negative
5733,0.44,positive
5734,0.8,positive
5735,0.86,positive
5736,0.6,positive
5737,0.87,positive
5738,0.64,positive
5739,-0.94,negative
5740,-0.3,negative
5741,-0.33,negative
5742,-0.56,negative
5743,0.6,positive
5744,0.04,neutral
5745,0.67,positive
5746,0.2,neutral
5747,0.18,neutral
5748,-0.23,negative
5749,0.58,positive
5750,0.37,positive
5751,-0.32,negative
5752,0.99,positive
5753,-0.07,neutral
5754,-0.37,negative
5755,0.38,positive
5756,-0.55,negative
5757,0.66,positive
5758,0.36,positive
5759,0.74,positive
5760,-0.34,negative
5761,0.71,positive
5762,0.0,neutral
5763,-0.88,negative
5764,-0.61,negative
5765,-0.56,negative
5766,0.54,positive
5767,-0.59,negative
5768,0.12,neutral
5769,0.31,positive
5770,0.55,positive
5771,0.57,positive
5772,0.44,positive
5773,-0.57,negative
5774,0.09,neutral
5775,-0.42,negative
5776,0.55,positive
5777,0.5,positive
5778,-0.54,negative
5779,0.28,positive
5780,-0.88,negative
5781,0.54,positive
5782,0.56,positive
5783,-0.31,negative
5784,0.61,positive
5785,0.72,positive
5786,-0.62,negative
5787,-0.3,negative
5788,-0.48,negative
5789,-0.25,negative
5790,-0.11,neutral
5791,0.02,neutral
5792,-0.93,negative
5793,-0.89,negative
5794,0.31,positive
5795,-0.11,neutral
5796,-0.82,negative
5797,-0.23,negative
5798,-1.0,neutral
5799,0.27,positive
5800,-0.76,negative
5801,0.99,positive
5802,-0.05,neutral
5803,0.36,positive
5804,0.82,positive
5805,-0.94,negative
5806,0.2,neutral
5807,0.08,neutral
5808,-0.89,negative
5809,0.39,positive
5810,-0.56,negative
5811,0.4,positive
5812,-0.27,negative
5813,0.54,positive
5814,0.88,positive
5815,-1.0,positive
5816,-0.03,neutral
5817,-0.55,negative
5818,0.98,positive
5819,0.32,positive
5820,-0.21,negative
5821,-0.04,neutral
5822,-0.74,negative
5823,0.01,neutral
5824,-0.65,negative
5825,-0.27,negative
5826,-0.02,neutral
5827,0.9,positive
5828,0.25,positive
5829,-0.26,negative
5830,-0.77,negative
5831,0.49,positive
5832,-0.07,neutral
5833,-0.86,negative
5834,0.31,positive
5835,-0.3,negative
5836,-0.19,neutral
5837,0.68,positive
5838,-0.73,negative
5839,-0.32,negative
5840,-0.27,negative
5841,-0.99,negative
5842,0.69,positive
5843,0.67,positive
5844,0.32,positive
5845,0.8,positive
5846,-0.45,negative
5847,-0.56,negative
5848,-0.86,negative
5849,0.18,neutral
5850,-0.01,neutral
5851,0.62,positive
5852,-0.04,neutral
5853,-0.59,negative
5854,0.62,positive
5855,-0.09,neutral
5856,0.91,positive
5857,0.07,neutral
5858,-0.77,negative
5859,0.7,positive
5860,0.76,positive
5861,-0.11,neutral
5862,-0.95,negative
5863,-0.94,negative
5864,-0.3,negative
5865,0.43,positive
5866,-0.34,negative
5867,-0.98,negative
5868,0.7,positive
5869,0.94,positive
5870,-0.31,negative
5871,-0.85,negative
5872,-0.42,negative
5873,0.6,positive
5874,0.08,neutral
5875,-0.23,negative
5876,-0.33,negative
5877,-0.77,negative
5878,-0.32,negative
5879,-0.06,neutral
5880,0.35,positive
5881,-0.48,negative
5882,0.79,positive
5883,-0.03,neutral
5884,-0.19,neutral
5885,0.19,neutral
5886,-0.66,negative
5887,-0.79,negative
5888,-0.31,negative
5889,-0.92,negative
5890,-0.24,negative
5891,0.34,positive
5892,0.62,positive
5893,0.16,neutral
5894,0.38,positive
5895,0.67,positive
5896,0.55,positive
5897,-0.36,negative
5898,0.15,neutral
5899,-0.47,negative
5900,0.15,neutral
5901,-0.15,neutral
5902,-0.25,negative
5903,-0.63,negative
5904,0.12,neutral
5905,0.46,positive
5906,0.14,neutral
5907,-0.86,negative
5908,0.85,positive
5909,-0.99,negative
5910,0.77,positive
5911,0.53,positive
5912,-0.81,negative
5913,-0.53,negative
5914,-0.3,negative
5915,0.82,positive
5916,0.96,positive
5917,-0.83,negative
5918,-0.21,negative
5919,-0.7,negative
5920,-0.44,negative
5921,0.96,positive
5922,0.97,positive
5923,-0.06,neutral
5924,-0.63,negative
5925,0.09,neutral
5926,-0.36,negative
5927,0.86,positive
5928,0.64,positive
5929,-0.38,negative
5930,-0.96,negative
5931,1.0,positive
5932,0.37,positive
5933,-0.15,neutral
5934,-0.42,negative
5935,-0.99,negative
5936,-0.69,negative
5937,-0.99,negative
5938,0.2,neutral
5939,0.33,positive
5940,0.53,positive
5941,-0.63,negative
5942,-0.81,negative
5943,0.3,positive
5944,0.0,neutral
5945,0.75,positive
5946,0.07,neutral
5947,-0.11,neutral
5948,-0.02,neutral
5949,0.56,positive
5950,-0.96,negative
5951,0.84,positive
5952,0.43,positive
5953,0.77,positive
5954,0.92,positive
5955,-0.55,negative
5956,0.16,neutral
5957,-0.03,neutral
5958,0.08,neutral
5959,-0.91,negative
5960,0.83,positive
5961,0.91,positive
5962,0.37,positive
5963,-0.48,negative
5964,0.57,positive
5965,0.46,positive
5966,0.15,neutral
5967,-0.66,negative
5968,-0.6,negative
5969,0.18,neutral
5970,-0.74,negative
5971,0.45,positive
5972,-0.57,negative
5973,0.82,positive
5974,0.8,positive
5975,-0.41,negative
5976,-0.83,negative
5977,0.22,positive
5978,-0.1,neutral
5979,-0.71,negative
5980,0.06,neutral
5981,0.99,positive
5982,-0.86,negative
5983,-0.47,negative
5984,0.08,neutral
5985,0.59,positive
5986,-0.96,negative
5987,0.47,positive
5988,-0.72,negative
5989,0.66,positive
5990,0.38,positive
5991,-0.09,neutral
5992,0.64,positive
5993,0.47,positive
5994,0.52,positive
5995,-0.42,negative
5996,0.24,positive
5997,-0.72,negative
5998,0.64,positive
5999,0.05,neutral
6000,0.65,positive
