Request_ID,Delay_Severity,NeedScore
4433,Heavy Delay,58.6
4434,Early,4.14
4435,Slight Delay,50.5
4436,Early,43.32
4437,On-Time,47.46
4438,Slight Delay,33.47
4439,On-Time,24.11
4440,Slight Delay,27.41
4441,On-Time,21.35
4442,On-Time,55.31
4443,Heavy Delay,84.82
4444,Early,44.94
4445,Slight Delay,49.25
4446,Slight Delay,27.23
4447,Slight Delay,41.32
4448,Heavy Delay,83.44
4449,On-Time,61.86
4450,On-Time,75.53
4451,Early,16.8
4452,Early,7.38
4453,Slight Delay,57.41
4454,Heavy Delay,85.06
4455,Heavy Delay,51.22
4456,Slight Delay,48.17
4457,Early,8.76
4458,Slight Delay,50.09
4459,Slight Delay,84.94
4460,Early,26.76
4461,Slight Delay,76.72
4462,On-Time,22.5
4463,On-Time,18.66
4464,Slight Delay,60.94
4465,On-Time,45.77
4466,Early,19.92
4467,Early,40.32
4468,Early,48.96
4469,Early,34.14
4470,Slight Delay,80.32
4471,Early,29.52
4472,Heavy Delay,40.42
4473,Slight Delay,68.5
4474,Early,22.56
4475,On-Time,14.21
4476,Slight Delay,45.83
4477,Slight Delay,80.92
4478,On-Time,46.26
4479,Heavy Delay,72.64
4480,Slight Delay,84.94
4481,On-Time,48.9
4482,Slight Delay,51.94
4483,On-Time,56.88
4484,On-Time,30.9
4485,On-Time,56.15
4486,On-Time,65.15
4487,Slight Delay,57.1
4488,Slight Delay,80.99
4489,Early,55.32
4490,On-Time,27.3
4491,On-Time,70.61
4492,Heavy Delay,38.86
4493,Heavy Delay,84.82
4494,Slight Delay,74.21
4495,Heavy Delay,75.88
4496,On-Time,35.81
4497,Slight Delay,67.9
4498,Heavy Delay,73.84
4499,Slight Delay,68.69
4500,Slight Delay,24.05
4501,Heavy Delay,94.06
4502,Heavy Delay,39.04
4503,Early,37.56
4504,Slight Delay,49.9
4505,Early,52.8
4506,Slight Delay,49.79
4507,Early,53.76
4508,Heavy Delay,86.8
4509,Slight Delay,71.63
4510,Early,37.2
4511,On-Time,30.06
4512,Heavy Delay,42.4
4513,Slight Delay,67.43
4514,Early,51.54
4515,Slight Delay,63.89
4516,Early,31.32
4517,Early,55.92
4518,Heavy Delay,54.64
4519,Early,31.38
4520,Slight Delay,61.54
4521,On-Time,66.9
4522,Heavy Delay,86.2
4523,Heavy Delay,83.86
4524,On-Time,29.88
4525,On-Time,51.71
4526,On-Time,44.81
4527,On-Time,28.01
4528,Slight Delay,59.03
4529,Slight Delay,79.12
4530,Slight Delay,30.89
4531,Slight Delay,82.97
4532,Slight Delay,42.94
4533,On-Time,41.63
4534,Slight Delay,88.12
4535,On-Time,51.06
4536,Slight Delay,29.63
4537,Early,9.6
4538,Heavy Delay,58.84
4539,Slight Delay,35.87
4540,Heavy Delay,49.48
4541,Slight Delay,64.25
4542,Slight Delay,71.92
4543,Heavy Delay,77.08
4544,On-Time,58.91
4545,On-Time,40.5
4546,Slight Delay,57.77
4547,Slight Delay,29.87
4548,Slight Delay,44.45
4549,Slight Delay,82.19
4550,Slight Delay,70.43
4551,Early,31.98
4552,Heavy Delay,84.4
4553,Slight Delay,43.3
4554,Heavy Delay,39.88
4555,On-Time,19.68
4556,Slight Delay,52.07
4557,On-Time,50.51
4558,Slight Delay,21.29
4559,Heavy Delay,90.46
4560,Slight Delay,61.07
4561,Early,40.56
4562,On-Time,31.01
4563,On-Time,39.9
4564,Heavy Delay,58.42
4565,Early,25.38
4566,On-Time,58.79
4567,On-Time,46.26
4568,On-Time,35.33
4569,On-Time,39.17
4570,Slight Delay,29.21
4571,Slight Delay,44.92
4572,Heavy Delay,97.24
4573,On-Time,28.68
4574,Slight Delay,42.05
4575,Slight Delay,82.9
4576,Early,40.32
4577,On-Time,45.9
4578,On-Time,41.75
4579,Heavy Delay,80.8
4580,Early,23.58
4581,Slight Delay,69.83
4582,Heavy Delay,77.68
4583,Heavy Delay,39.64
4584,On-Time,58.86
4585,On-Time,30.59
4586,Slight Delay,53.39
4587,Slight Delay,24.29
4588,Heavy Delay,38.08
4589,Early,37.8
4590,Slight Delay,76.3
4591,Heavy Delay,60.82
4592,Heavy Delay,60.46
4593,Slight Delay,24.29
4594,On-Time,59.57
4595,Slight Delay,54.47
4596,On-Time,34.43
4597,Heavy Delay,85.48
4598,On-Time,53.1
4599,On-Time,53.28
4600,On-Time,39.95
4601,Slight Delay,22.67
4602,On-Time,52.01
4603,On-Time,42.59
4604,On-Time,49.13
4605,Slight Delay,31.67
4606,Slight Delay,60.89
4607,Early,54.12
4608,Slight Delay,30.05
4609,On-Time,73.19
4610,On-Time,66.41
4611,Heavy Delay,87.64
4612,Slight Delay,36.59
4613,Slight Delay,49.79
4614,Slight Delay,56.57
4615,Slight Delay,61.3
4616,On-Time,66.9
4617,On-Time,53.81
4618,On-Time,46.79
4619,Early,55.8
4620,Early,54.12
4621,Early,38.58
4622,On-Time,29.99
4623,On-Time,42.53
4624,Slight Delay,79.12
4625,On-Time,61.55
4626,Slight Delay,68.74
4627,On-Time,23.39
4628,On-Time,57.9
4629,Early,52.38
4630,Slight Delay,30.83
4631,Slight Delay,41.5
4632,On-Time,42.83
4633,Slight Delay,69.34
4634,Slight Delay,32.45
4635,On-Time,47.33
4636,On-Time,65.75
4637,Heavy Delay,83.44
4638,On-Time,15.17
4639,On-Time,27.77
4640,On-Time,37.55
4641,On-Time,46.68
4642,Slight Delay,21.89
4643,Slight Delay,68.87
4644,On-Time,24.83
4645,On-Time,44.33
4646,Heavy Delay,55.0
4647,On-Time,41.63
4648,On-Time,6.9
4649,Heavy Delay,73.48
4650,Heavy Delay,86.2
4651,Early,2.4
4652,Slight Delay,67.12
4653,Slight Delay,86.57
4654,Slight Delay,69.1
4655,Slight Delay,40.9
4656,Slight Delay,90.34
4657,Slight Delay,55.61
4658,Heavy Delay,64.66
4659,Early,28.8
4660,Slight Delay,25.43
4661,Slight Delay,87.77
4662,On-Time,33.71
4663,Slight Delay,39.47
4664,Slight Delay,42.41
4665,Slight Delay,85.12
4666,Heavy Delay,88.84
4667,On-Time,40.26
4668,Slight Delay,75.77
4669,Heavy Delay,74.2
4670,Slight Delay,37.37
4671,Early,14.16
4672,Slight Delay,39.94
4673,On-Time,15.17
4674,Slight Delay,91.72
4675,On-Time,37.31
4676,Slight Delay,82.25
4677,On-Time,38.75
4678,Early,48.12
4679,Slight Delay,42.77
4680,Slight Delay,25.07
4681,Heavy Delay,89.44
4682,Slight Delay,41.39
4683,Early,45.96
4684,Slight Delay,77.03
4685,On-Time,46.5
4686,Heavy Delay,80.26
4687,Slight Delay,79.67
4688,Early,51.12
4689,Slight Delay,83.99
4690,Early,33.12
4691,Slight Delay,65.63
4692,Slight Delay,36.77
4693,On-Time,41.39
4694,Early,1.8
4695,Heavy Delay,46.6
4696,Heavy Delay,44.68
4697,On-Time,20.75
4698,Slight Delay,47.27
4699,On-Time,29.99
4700,Slight Delay,76.85
4701,Early,43.74
4702,Heavy Delay,85.48
4703,Slight Delay,34.3
4704,On-Time,50.81
4705,Slight Delay,58.72
4706,Heavy Delay,57.46
4707,Heavy Delay,71.08
4708,On-Time,62.99
4709,Slight Delay,68.45
4710,Early,21.6
4711,Early,55.14
4712,Early,52.92
4713,Early,15.78
4714,Heavy Delay,79.84
4715,Heavy Delay,42.28
4716,Slight Delay,70.37
4717,Slight Delay,71.32
4718,On-Time,64.37
4719,On-Time,63.59
4720,Heavy Delay,88.84
4721,Slight Delay,39.59
4722,Slight Delay,77.69
4723,Early,8.94
4724,On-Time,43.68
4725,Heavy Delay,42.82
4726,Slight Delay,52.19
4727,Heavy Delay,82.84
4728,Slight Delay,76.12
4729,Slight Delay,68.74
4730,Slight Delay,36.59
4731,On-Time,63.35
4732,On-Time,29.33
4733,On-Time,68.39
4734,On-Time,48.06
4735,Early,11.4
4736,On-Time,64.26
4737,Slight Delay,54.83
4738,Slight Delay,73.67
4739,On-Time,19.43
4740,Heavy Delay,94.66
4741,On-Time,21.95
4742,Slight Delay,44.57
4743,On-Time,43.31
4744,Heavy Delay,55.66
4745,On-Time,18.95
4746,Heavy Delay,79.66
4747,On-Time,34.86
4748,Heavy Delay,88.06
4749,Heavy Delay,92.8
4750,Heavy Delay,45.88
4751,On-Time,16.37
4752,On-Time,33.59
4753,Slight Delay,73.61
4754,On-Time,62.75
4755,Slight Delay,64.49
4756,Early,26.58
4757,On-Time,35.7
4758,Slight Delay,45.29
4759,Slight Delay,45.05
4760,Slight Delay,50.87
4761,On-Time,24.11
4762,On-Time,49.68
4763,On-Time,77.93
4764,On-Time,55.08
4765,On-Time,15.3
4766,On-Time,18.77
4767,Early,13.98
4768,Slight Delay,44.39
4769,Early,27.6
4770,Slight Delay,55.85
4771,Heavy Delay,46.42
4772,Heavy Delay,54.04
4773,Early,64.32
4774,Slight Delay,48.59
4775,On-Time,37.68
4776,On-Time,37.91
4777,Slight Delay,76.79
4778,Heavy Delay,68.26
4779,On-Time,24.9
4780,Early,3.18
4781,Slight Delay,48.59
4782,Slight Delay,77.32
4783,Slight Delay,52.67
4784,Heavy Delay,79.06
4785,On-Time,41.75
4786,On-Time,52.55
4787,On-Time,34.73
4788,Heavy Delay,92.08
4789,Slight Delay,84.94
4790,On-Time,37.26
4791,On-Time,46.91
4792,On-Time,36.59
4793,On-Time,31.55
4794,Slight Delay,56.39
4795,Slight Delay,33.41
4796,Early,24.6
4797,Slight Delay,85.9
4798,Early,43.98
4799,On-Time,44.99
4800,On-Time,66.53
4801,Heavy Delay,64.6
4802,Early,24.72
4803,On-Time,53.28
4804,Slight Delay,46.72
4805,Slight Delay,57.29
4806,Heavy Delay,91.0
4807,On-Time,69.59
4808,Heavy Delay,45.28
4809,On-Time,78.71
4810,Early,31.74
4811,On-Time,17.21
4812,Early,31.2
4813,On-Time,64.68
4814,On-Time,68.57
4815,Heavy Delay,92.02
4816,Heavy Delay,94.48
4817,On-Time,62.99
4818,On-Time,60.59
4819,Slight Delay,73.9
4820,Slight Delay,38.87
4821,Heavy Delay,98.8
4822,Early,58.2
4823,On-Time,61.31
4824,Slight Delay,42.94
4825,Slight Delay,89.5
4826,Slight Delay,50.39
4827,Slight Delay,34.61
4828,Slight Delay,80.57
4829,Slight Delay,91.9
4830,Slight Delay,32.45
4831,Slight Delay,35.99
4832,Early,44.94
4833,Heavy Delay,38.62
4834,Slight Delay,77.63
4835,Early,45.72
4836,On-Time,46.13
4837,Slight Delay,77.14
4838,On-Time,31.55
4839,Heavy Delay,56.26
4840,Slight Delay,62.63
4841,Slight Delay,71.63
4842,Slight Delay,63.89
4843,Heavy Delay,42.4
4844,Slight Delay,59.57
4845,Slight Delay,29.99
4846,Slight Delay,55.43
4847,Early,16.8
4848,On-Time,53.81
4849,Early,33.78
4850,On-Time,25.31
4851,Slight Delay,38.03
4852,Early,33.54
4853,Slight Delay,37.79
4854,Heavy Delay,48.88
4855,Heavy Delay,61.0
4856,Heavy Delay,89.8
4857,Slight Delay,88.3
4858,Early,26.94
4859,On-Time,28.37
4860,Slight Delay,48.1
4861,Slight Delay,45.59
4862,Heavy Delay,80.62
4863,Slight Delay,51.83
4864,Slight Delay,50.74
4865,Slight Delay,32.32
4866,On-Time,14.63
4867,Slight Delay,37.9
4868,Slight Delay,71.57
4869,Slight Delay,27.89
4870,On-Time,41.51
4871,On-Time,25.43
4872,Slight Delay,29.03
4873,Slight Delay,76.25
4874,Slight Delay,35.39
4875,On-Time,28.08
4876,Heavy Delay,47.26
4877,Slight Delay,42.89
4878,On-Time,47.51
4879,Slight Delay,59.74
4880,On-Time,20.99
4881,On-Time,48.9
4882,Early,29.16
4883,On-Time,19.13
4884,On-Time,36.3
4885,Slight Delay,53.27
4886,Slight Delay,75.83
4887,Slight Delay,57.65
4888,Slight Delay,62.21
4889,Slight Delay,60.29
4890,Slight Delay,79.72
4891,Early,19.56
4892,On-Time,45.3
4893,Heavy Delay,90.28
4894,Heavy Delay,63.4
4895,Slight Delay,34.67
4896,Slight Delay,39.41
4897,Early,7.92
4898,Slight Delay,41.39
4899,Slight Delay,65.69
4900,Slight Delay,76.07
4901,Slight Delay,39.29
4902,Slight Delay,34.3
4903,Slight Delay,54.59
4904,On-Time,21.83
4905,On-Time,43.68
4906,Early,14.52
4907,On-Time,24.23
4908,Slight Delay,69.59
4909,On-Time,72.41
4910,Slight Delay,75.1
4911,Slight Delay,65.99
4912,Early,27.0
4913,On-Time,25.08
4914,Slight Delay,73.19
4915,Early,54.72
4916,On-Time,26.1
4917,On-Time,14.1
4918,Slight Delay,32.14
4919,Heavy Delay,46.84
4920,On-Time,73.91
4921,On-Time,66.06
4922,Early,41.4
4923,On-Time,22.61
4924,Heavy Delay,49.06
4925,Early,35.16
4926,Slight Delay,33.17
4927,Slight Delay,39.29
4928,Early,51.0
4929,Slight Delay,23.69
4930,On-Time,26.33
4931,Early,18.72
4932,Slight Delay,71.69
4933,Slight Delay,29.39
4934,Heavy Delay,53.08
4935,Slight Delay,88.3
4936,On-Time,70.79
4937,Slight Delay,44.45
4938,On-Time,61.08
4939,Slight Delay,73.9
4940,On-Time,48.66
4941,Slight Delay,42.47
4942,Heavy Delay,79.6
4943,On-Time,60.53
4944,Slight Delay,37.07
4945,On-Time,23.57
4946,Slight Delay,57.65
4947,Early,7.8
4948,Slight Delay,58.72
4949,On-Time,47.28
4950,On-Time,47.7
4951,On-Time,52.31
4952,Slight Delay,69.65
4953,On-Time,27.59
4954,Slight Delay,73.3
4955,Heavy Delay,79.42
4956,Slight Delay,49.07
4957,Early,54.6
4958,Early,7.38
4959,On-Time,68.28
4960,On-Time,50.21
4961,On-Time,26.33
4962,On-Time,52.37
4963,Slight Delay,67.67
4964,On-Time,58.73
4965,Slight Delay,59.63
4966,On-Time,17.21
4967,Slight Delay,41.32
4968,On-Time,45.17
4969,On-Time,12.48
4970,On-Time,21.06
4971,Heavy Delay,68.62
4972,On-Time,61.55
4973,Heavy Delay,48.64
4974,On-Time,45.9
4975,On-Time,39.06
4976,Early,28.92
4977,On-Time,62.63
4978,Heavy Delay,47.08
4979,On-Time,57.59
4980,On-Time,64.55
4981,Early,54.6
4982,On-Time,19.08
4983,On-Time,44.1
4984,On-Time,13.86
4985,Early,13.38
4986,Slight Delay,58.07
4987,Slight Delay,64.67
4988,Heavy Delay,92.2
4989,Slight Delay,71.45
4990,Slight Delay,62.99
4991,On-Time,67.08
4992,On-Time,66.71
4993,On-Time,62.75
4994,Slight Delay,84.1
4995,Slight Delay,43.61
4996,Heavy Delay,68.62
4997,Slight Delay,88.9
4998,On-Time,21.53
4999,Heavy Delay,95.86
5000,On-Time,61.91
5001,Early,42.36
5002,Heavy Delay,83.44
5003,On-Time,12.9
5004,On-Time,38.03
5005,Heavy Delay,52.66
5006,On-Time,52.13
5007,Heavy Delay,84.22
5008,Slight Delay,35.69
5009,Slight Delay,65.87
5010,On-Time,23.57
5011,Early,5.34
5012,Early,9.12
5013,On-Time,29.99
5014,Slight Delay,31.97
5015,On-Time,23.99
5016,On-Time,37.86
5017,Heavy Delay,87.64
5018,Slight Delay,78.05
5019,On-Time,15.3
5020,On-Time,38.28
5021,On-Time,53.1
5022,On-Time,67.13
5023,Slight Delay,56.81
5024,On-Time,47.1
5025,Early,23.34
5026,Slight Delay,40.3
5027,On-Time,60.95
5028,Slight Delay,78.47
5029,On-Time,74.57
5030,On-Time,33.23
5031,Heavy Delay,55.06
5032,Slight Delay,71.21
5033,Early,21.36
5034,On-Time,34.79
5035,Early,57.12
5036,Early,32.76
5037,Slight Delay,27.47
5038,Slight Delay,37.12
5039,On-Time,70.43
5040,On-Time,21.9
5041,Slight Delay,72.05
5042,Heavy Delay,43.42
5043,On-Time,53.1
5044,On-Time,17.1
5045,Slight Delay,64.37
5046,On-Time,65.81
5047,On-Time,34.79
5048,On-Time,68.33
5049,On-Time,21.77
5050,Slight Delay,33.1
5051,Slight Delay,79.61
5052,Slight Delay,67.85
5053,Slight Delay,90.52
5054,Slight Delay,72.77
5055,On-Time,58.91
5056,On-Time,42.41
5057,Early,37.8
5058,On-Time,34.31
5059,Slight Delay,69.77
5060,Early,28.98
5061,Slight Delay,69.41
5062,Early,60.18
5063,Early,56.34
5064,Slight Delay,59.74
5065,Slight Delay,41.92
5066,On-Time,26.93
5067,Slight Delay,77.03
5068,On-Time,28.13
5069,On-Time,48.95
5070,Early,9.0
5071,On-Time,56.81
5072,On-Time,76.13
5073,Slight Delay,32.27
5074,Heavy Delay,75.88
5075,Slight Delay,53.09
5076,On-Time,78.71
5077,On-Time,16.79
5078,Slight Delay,44.14
5079,On-Time,21.77
5080,Early,40.2
5081,Early,59.16
5082,On-Time,54.59
5083,Slight Delay,73.79
5084,On-Time,67.19
5085,Early,58.92
5086,On-Time,41.51
5087,Heavy Delay,50.26
5088,Slight Delay,73.01
5089,Slight Delay,81.52
5090,Slight Delay,20.69
5091,Early,56.76
5092,On-Time,54.66
5093,Slight Delay,72.29
5094,Slight Delay,72.89
5095,Slight Delay,83.57
5096,Early,37.74
5097,Heavy Delay,86.08
5098,Heavy Delay,68.26
5099,On-Time,40.31
5100,Slight Delay,57.83
5101,Heavy Delay,70.48
5102,On-Time,48.71
5103,On-Time,38.15
5104,Heavy Delay,49.84
5105,On-Time,25.61
5106,Early,36.18
5107,On-Time,14.7
5108,Slight Delay,44.87
5109,Heavy Delay,57.28
5110,On-Time,60.66
5111,Slight Delay,57.29
5112,Heavy Delay,78.82
5113,Slight Delay,43.19
5114,On-Time,68.15
5115,Slight Delay,76.54
5116,Heavy Delay,87.04
5117,On-Time,27.17
5118,Slight Delay,72.29
5119,On-Time,61.08
5120,Heavy Delay,49.66
5121,On-Time,32.81
5122,On-Time,25.5
5123,Early,17.52
5124,Slight Delay,52.25
5125,Slight Delay,77.69
5126,Early,57.96
5127,Early,32.76
5128,Early,49.32
5129,Early,6.78
5130,Heavy Delay,88.06
5131,Early,56.4
5132,Early,58.14
5133,On-Time,43.01
5134,On-Time,23.15
5135,Early,44.16
5136,On-Time,37.19
5137,Early,35.76
5138,Heavy Delay,87.64
5139,On-Time,28.61
5140,Heavy Delay,52.66
5141,Slight Delay,55.97
5142,Heavy Delay,75.04
5143,On-Time,65.03
5144,Heavy Delay,88.48
5145,Heavy Delay,72.82
5146,On-Time,29.81
5147,Heavy Delay,94.66
5148,On-Time,52.55
5149,Heavy Delay,52.0
5150,Slight Delay,69.65
5151,Slight Delay,86.99
5152,Slight Delay,54.65
5153,Slight Delay,58.37
5154,Slight Delay,45.47
5155,Slight Delay,53.87
5156,Slight Delay,78.1
5157,Heavy Delay,54.28
5158,Early,56.52
5159,On-Time,12.23
5160,On-Time,39.17
5161,On-Time,29.57
5162,Slight Delay,45.52
5163,Slight Delay,41.5
5164,Slight Delay,57.7
5165,Slight Delay,33.52
5166,Slight Delay,76.43
5167,On-Time,13.08
5168,Slight Delay,31.01
5169,Slight Delay,88.12
5170,Slight Delay,32.14
5171,On-Time,43.97
5172,On-Time,17.03
5173,On-Time,27.06
5174,Heavy Delay,43.6
5175,Slight Delay,59.03
5176,Slight Delay,29.39
5177,Early,23.16
5178,On-Time,53.39
5179,On-Time,66.77
5180,Slight Delay,58.3
5181,Slight Delay,32.87
5182,On-Time,50.88
5183,Slight Delay,84.7
5184,Early,51.36
5185,On-Time,34.68
5186,On-Time,26.88
5187,Heavy Delay,77.26
5188,On-Time,73.13
5189,Early,59.58
5190,Slight Delay,78.89
5191,Slight Delay,71.39
5192,On-Time,56.21
5193,On-Time,37.13
5194,Heavy Delay,65.62
5195,On-Time,34.68
5196,Early,21.78
5197,Heavy Delay,54.28
5198,On-Time,26.81
5199,Early,16.98
5200,Heavy Delay,38.86
5201,On-Time,59.75
5202,Slight Delay,70.37
5203,Early,35.58
5204,On-Time,17.81
5205,On-Time,52.13
5206,Slight Delay,65.87
5207,Slight Delay,54.23
5208,On-Time,15.77
5209,Slight Delay,25.07
5210,On-Time,30.9
5211,Early,24.54
5212,Early,25.98
5213,Heavy Delay,63.22
5214,On-Time,31.31
5215,Heavy Delay,96.64
5216,Slight Delay,83.14
5217,Slight Delay,72.34
5218,Slight Delay,73.72
5219,Slight Delay,59.09
5220,On-Time,34.97
5221,Heavy Delay,57.64
5222,On-Time,22.68
5223,On-Time,69.35
5224,Early,31.8
5225,Slight Delay,78.23
5226,On-Time,41.75
5227,Early,44.4
5228,Early,50.58
5229,Early,22.8
5230,On-Time,52.37
5231,Slight Delay,76.9
5232,Slight Delay,42.94
5233,Slight Delay,72.1
5234,Slight Delay,74.32
5235,On-Time,67.01
5236,Early,36.18
5237,Early,35.4
5238,Early,45.12
5239,Slight Delay,35.74
5240,Early,16.98
5241,Early,58.74
5242,Slight Delay,81.34
5243,Heavy Delay,45.82
5244,On-Time,62.33
5245,On-Time,50.63
5246,On-Time,53.7
5247,Slight Delay,51.94
5248,Slight Delay,38.32
5249,On-Time,21.77
5250,On-Time,63.17
5251,Slight Delay,67.12
5252,Heavy Delay,42.82
5253,On-Time,60.23
5254,Heavy Delay,66.64
5255,Heavy Delay,97.6
5256,On-Time,26.51
5257,Heavy Delay,86.2
5258,On-Time,60.41
5259,Early,58.38
5260,Heavy Delay,71.02
5261,Slight Delay,53.74
5262,Slight Delay,33.65
5263,On-Time,40.08
5264,Heavy Delay,95.86
5265,On-Time,23.03
5266,Slight Delay,50.81
5267,Heavy Delay,52.24
5268,Slight Delay,45.59
5269,Slight Delay,69.59
5270,Heavy Delay,46.24
5271,Slight Delay,69.05
5272,Heavy Delay,50.02
5273,Early,38.16
5274,On-Time,69.35
5275,On-Time,26.21
5276,Slight Delay,34.67
5277,Early,32.76
5278,Slight Delay,37.19
5279,On-Time,18.83
5280,Slight Delay,81.47
5281,Slight Delay,48.29
5282,On-Time,27.3
5283,Heavy Delay,58.24
5284,Slight Delay,42.05
5285,Heavy Delay,91.24
5286,On-Time,15.3
5287,Heavy Delay,62.08
5288,On-Time,44.1
5289,Slight Delay,35.27
5290,Slight Delay,58.79
5291,On-Time,19.01
5292,Early,26.58
5293,Early,12.6
5294,On-Time,37.19
5295,Slight Delay,92.5
5296,On-Time,24.3
5297,Early,27.0
5298,Slight Delay,69.89
5299,Heavy Delay,51.28
5300,On-Time,68.63
5301,On-Time,19.37
5302,On-Time,30.23
5303,On-Time,17.75
5304,On-Time,52.08
5305,Slight Delay,33.7
5306,Early,4.8
5307,Heavy Delay,61.42
5308,Early,43.56
5309,Slight Delay,80.32
5310,Early,60.36
5311,Slight Delay,89.32
5312,Slight Delay,82.43
5313,Early,29.34
5314,Heavy Delay,46.42
5315,Heavy Delay,76.84
5316,On-Time,46.97
5317,Heavy Delay,68.2
5318,Early,44.94
5319,Slight Delay,32.39
5320,On-Time,59.21
5321,Heavy Delay,60.88
5322,Heavy Delay,75.46
5323,Early,39.54
5324,Slight Delay,68.14
5325,On-Time,22.79
5326,Early,34.14
5327,On-Time,22.79
5328,Slight Delay,62.87
5329,Slight Delay,74.39
5330,Heavy Delay,88.84
5331,Slight Delay,49.12
5332,Slight Delay,35.57
5333,Slight Delay,71.21
5334,Slight Delay,59.81
5335,On-Time,74.15
5336,Slight Delay,61.07
5337,Heavy Delay,51.28
5338,On-Time,60.35
5339,Slight Delay,35.87
5340,Slight Delay,63.23
5341,Slight Delay,38.21
5342,On-Time,79.31
5343,Early,4.74
5344,Slight Delay,44.45
5345,On-Time,65.39
5346,On-Time,48.83
5347,Slight Delay,35.69
5348,Slight Delay,38.92
5349,Early,27.96
5350,Heavy Delay,43.06
5351,Slight Delay,55.25
5352,Slight Delay,32.27
5353,On-Time,14.81
5354,Slight Delay,76.9
5355,Early,9.12
5356,Slight Delay,36.52
5357,Heavy Delay,53.62
5358,On-Time,24.71
5359,Slight Delay,68.81
5360,Slight Delay,65.45
5361,Early,31.92
5362,Slight Delay,50.92
5363,On-Time,48.11
5364,On-Time,13.5
5365,On-Time,33.06
5366,Heavy Delay,74.26
5367,Early,23.76
5368,Early,33.72
5369,Slight Delay,73.85
5370,Heavy Delay,37.84
5371,On-Time,25.31
5372,Heavy Delay,61.66
5373,On-Time,29.57
5374,Slight Delay,43.43
5375,On-Time,8.88
5376,Early,4.2
5377,Slight Delay,82.12
5378,Slight Delay,85.19
5379,Early,39.18
5380,Slight Delay,32.03
5381,On-Time,68.15
5382,Slight Delay,64.61
5383,Slight Delay,46.85
5384,On-Time,17.21
5385,On-Time,59.15
5386,Early,56.52
5387,Slight Delay,32.74
5388,On-Time,47.75
5389,On-Time,41.03
5390,Early,21.6
5391,Heavy Delay,60.88
5392,Heavy Delay,78.82
5393,Slight Delay,55.37
5394,On-Time,41.1
5395,Early,11.4
5396,Slight Delay,53.45
5397,Heavy Delay,89.86
5398,Slight Delay,31.49
5399,On-Time,51.06
5400,On-Time,54.9
5401,On-Time,45.95
5402,Slight Delay,25.67
5403,Heavy Delay,82.48
5404,On-Time,33.95
5405,On-Time,37.01
5406,Heavy Delay,64.66
5407,On-Time,42.9
5408,Heavy Delay,75.28
5409,Slight Delay,78.94
5410,Slight Delay,47.45
5411,Heavy Delay,41.86
5412,Slight Delay,76.01
5413,Slight Delay,53.14
5414,On-Time,59.75
5415,Heavy Delay,84.46
5416,On-Time,43.31
5417,On-Time,55.5
5418,On-Time,42.59
5419,On-Time,16.26
5420,On-Time,25.13
5421,On-Time,56.15
5422,Slight Delay,66.17
5423,Early,43.98
5424,Early,40.2
5425,Early,60.12
5426,On-Time,44.39
5427,On-Time,21.41
5428,Heavy Delay,99.4
5429,On-Time,73.37
5430,On-Time,44.81
5431,On-Time,42.23
5432,Early,30.18
5433,Slight Delay,60.34
5434,Slight Delay,45.7
5435,Early,9.54
5436,Early,61.74
5437,Heavy Delay,74.68
5438,Slight Delay,28.79
5439,Heavy Delay,60.82
5440,Heavy Delay,50.62
5441,Heavy Delay,93.4
5442,On-Time,33.3
5443,On-Time,19.97
5444,On-Time,58.08
5445,Slight Delay,37.3
5446,Slight Delay,68.57
5447,Heavy Delay,77.2
5448,Slight Delay,78.23
5449,Early,55.38
5450,Slight Delay,58.37
5451,Heavy Delay,80.2
5452,Slight Delay,62.5
5453,Slight Delay,66.23
5454,Early,32.34
5455,Early,36.36
5456,Slight Delay,71.74
5457,Early,47.94
5458,Heavy Delay,39.04
5459,On-Time,29.93
5460,On-Time,36.9
5461,On-Time,15.3
5462,On-Time,66.83
5463,Early,20.52
5464,On-Time,62.88
5465,On-Time,27.35
5466,Early,17.4
5467,Slight Delay,50.32
5468,Early,9.18
5469,Slight Delay,76.61
5470,On-Time,40.61
5471,Slight Delay,44.74
5472,Heavy Delay,84.04
5473,On-Time,54.3
5474,Early,35.94
5475,On-Time,34.26
5476,On-Time,28.13
5477,Heavy Delay,90.82
5478,Slight Delay,48.29
5479,On-Time,19.91
5480,On-Time,54.35
5481,On-Time,75.17
5482,On-Time,14.88
5483,On-Time,34.31
5484,On-Time,19.5
5485,Slight Delay,49.79
5486,Slight Delay,52.19
5487,On-Time,20.93
5488,Heavy Delay,56.26
5489,On-Time,57.71
5490,Slight Delay,85.54
5491,On-Time,57.59
5492,Slight Delay,50.57
5493,Early,20.94
5494,Slight Delay,44.74
5495,Early,53.52
5496,Slight Delay,34.54
5497,Slight Delay,63.94
5498,Heavy Delay,65.86
5499,Early,1.38
5500,Heavy Delay,88.24
5501,Slight Delay,67.01
5502,On-Time,37.31
5503,On-Time,22.01
5504,Early,18.54
5505,Heavy Delay,50.62
5506,Slight Delay,59.74
5507,On-Time,30.66
5508,On-Time,16.19
5509,Slight Delay,57.47
5510,On-Time,31.08
5511,On-Time,67.19
5512,Slight Delay,37.37
5513,On-Time,27.41
5514,Early,25.2
5515,Heavy Delay,98.2
5516,Heavy Delay,60.4
5517,On-Time,59.46
5518,Early,55.92
5519,On-Time,61.55
